"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"- I'm Riding With Him Like Obama , He Don't Gimme Drama",0.16666666666666666,0.08333333333333333, im riding with him like obama  he dont gimme drama
muito bom http://t.co/JqlUcpRc AHUAHAHUHAHAUHUAHUAHHAUHA,0.0,0.0,muito bom httptcojqlucprc ahuahahuhahauhuahuahhauha
@Im_Tyler haha blaming Bush 4 years later? Even Obama stopping blaming him years ago.,0.07142857142857142,0.0,imtyler haha blaming bush 4 years later even obama stopping blaming him years ago
Romney is gonna be the nominee y'all. Not my first choice either but we cannot allow a 2nd Obama term. Obama HAS TO GO!!!!!!!,0.0,0.0,romney is gonna be the nominee yall not my first choice either but we cannot allow a 2nd obama term obama has to go
"#WhatsRomneyHiding - his connection to a former IL Governor selling a congressional seat... Whoops, that's Obama again!",0.058823529411764705,0.0,whatsromneyhiding  his connection to a former il governor selling a congressional seat whoops thats obama again
"Obama's economic policy is simple: ""Spending on Steroids"". #Economics101",0.1111111111111111,0.0,obamas economic policy is simple spending on steroids economics101
"Marion Barry attacking Asians;  Obama, CBC, NAACP attcking Zimmerman etc.  Who are the real racists?",0.17647058823529413,0.058823529411764705,marion barry attacking asians  obama cbc naacp attcking zimmerman etc  who are the real racists
"RT @1Directionality: ""Harry styles described Michelle Obama as a very attractive older woman"" OBAMA HIDE YOUR WIFE, STYLES IS COMING!""",0.05,0.0,rt 1directionality harry styles described michelle obama as a very attractive older woman obama hide your wife styles is coming
"RT @HonestMitt: We all know Obama will use Chicago style politics against Mitt Romney, so I thought you'd like to meet the REAL Mitt Romney! #HonestMitt",0.07692307692307693,0.038461538461538464,rt honestmitt we all know obama will use chicago style politics against mitt romney so i thought youd like to meet the real mitt romney honestmitt
Obama's Confidence Hints at Hidden Powers Shaping Election - Godfather Politics http://t.co/qCKXeVlI,0.16666666666666666,0.0,obamas confidence hints at hidden powers shaping election  godfather politics httptcoqckxevli
I fucking dreamnt that Obama was on Running Man. #wtf?,0.0,0.0,i fucking dreamnt that obama was on running man wtf
I know people personally whose lives were saved by Barack Obama's health care law. I'm through with your lies. @MittRomney @RickSantorum,0.0,0.047619047619047616,i know people personally whose lives were saved by barack obamas health care law im through with your lies mittromney ricksantorum
"RealClearPolitics Video -  Reporter To Carney: Obama ""Made A Mistake And You Can't Admit It"" http://t.co/QDV1qQKn",0.11764705882352941,0.058823529411764705,realclearpolitics video   reporter to carney obama made a mistake and you cant admit it httptcoqdv1qqkn
"U ROCK LUIS!RT @1LuisSandoval: If Obama had a son, he'd look like Trayvon.  If he had a dad, he'd (cont) http://t.co/sqG7ysWO",0.045454545454545456,0.0,u rock luisrt 1luissandoval if obama had a son hed look like trayvon  if he had a dad hed cont httptcosqg7yswo
Obama Administration Funding Middle East Christian Extermination: #tcot #independents #tlot #Christians #democrats http://t.co/NCe2nJzX,0.0,0.07692307692307693,obama administration funding middle east christian extermination tcot independents tlot christians democrats httptconce2njzx
"Saul says Pres Obama ""will do anything"" to distract Americans from his ""failed"" economic record incl unemployment & higher gas prices.""",0.09523809523809523,0.0,saul says pres obama will do anything to distract americans from his failed economic record incl unemployment  higher gas prices
RT @ABC: Obama Signs #JOBS Act Into Law http://t.co/JJQ5DfKb,0.0,0.0,rt abc obama signs jobs act into law httptcojjq5dfkb
RT @dierdrelewis: Koch brothers linked to $3.6M anti-Obama gas price ad campaign - http://t.co/fOrfWYMb: http://t.co/z4KU2HkN via @POLITICO #p2 #tcot,0.05263157894736842,0.0,rt dierdrelewis koch brothers linked to 36m antiobama gas price ad campaign  httptcoforfwymb httptcoz4ku2hkn via politico p2 tcot
RT @PAC43: Reforming an Obama supporter is like trying to pick up poop by its clean end,0.11764705882352941,0.058823529411764705,rt pac43 reforming an obama supporter is like trying to pick up poop by its clean end
RT @ItsLoopzProd: LOOOOOOOOOOOOOOOOOOOOOOOOOOOOL This is why i rate obama http://t.co/vsOYFhSa,0.0,0.0,rt itsloopzprod looooooooooooooooooooooooooool this is why i rate obama httptcovsoyfhsa
RT @KarlRove: Obama's habit of blaming others for country's problems adds to perception of a weak leader. http://t.co/NZaqvz3C,0.0,0.1111111111111111,rt karlrove obamas habit of blaming others for countrys problems adds to perception of a weak leader httptconzaqvz3c
"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"In his teen years, Obama has been known to use marijuana and cocaine.",0.0,0.0,in his teen years obama has been known to use marijuana and cocaine
"Saul says Pres Obama ""will do anything"" to distract Americans from his ""failed"" economic record incl unemployment & higher gas prices.""",0.09523809523809523,0.0,saul says pres obama will do anything to distract americans from his failed economic record incl unemployment  higher gas prices
RT @ABC: Obama Signs #JOBS Act Into Law http://t.co/JJQ5DfKb,0.0,0.0,rt abc obama signs jobs act into law httptcojjq5dfkb
RT @dierdrelewis: Koch brothers linked to $3.6M anti-Obama gas price ad campaign - http://t.co/fOrfWYMb: http://t.co/z4KU2HkN via @POLITICO #p2 #tcot,0.05263157894736842,0.0,rt dierdrelewis koch brothers linked to 36m antiobama gas price ad campaign  httptcoforfwymb httptcoz4ku2hkn via politico p2 tcot
RT @PAC43: Reforming an Obama supporter is like trying to pick up poop by its clean end,0.11764705882352941,0.058823529411764705,rt pac43 reforming an obama supporter is like trying to pick up poop by its clean end
RT @ItsLoopzProd: LOOOOOOOOOOOOOOOOOOOOOOOOOOOOL This is why i rate obama http://t.co/vsOYFhSa,0.0,0.0,rt itsloopzprod looooooooooooooooooooooooooool this is why i rate obama httptcovsoyfhsa
RT @KarlRove: Obama's habit of blaming others for country's problems adds to perception of a weak leader. http://t.co/NZaqvz3C,0.0,0.1111111111111111,rt karlrove obamas habit of blaming others for countrys problems adds to perception of a weak leader httptconzaqvz3c
Respect for the Supreme Court and power of judicial review.... Oh wait that's Professor Obama #WhatsRomneyHiding #tcot,0.11764705882352941,0.0,respect for the supreme court and power of judicial review oh wait thats professor obama whatsromneyhiding tcot
@MichelleObama great photo of Mrs Obama .,0.2857142857142857,0.0,michelleobama great photo of mrs obama 
"My tweet about Nobody being better than Obama got 8 RTs. The same tweet about Ron Paul got 2. Ron Paul is not Nobody, people.",0.04,0.0,my tweet about nobody being better than obama got 8 rts the same tweet about ron paul got 2 ron paul is not nobody people
"RT @Professor_Why: #WhatsRomneyHiding - his long-form birth certificate for 2 1/2 years... Oh wait, that little game was played by Obama, not Romney...",0.043478260869565216,0.08695652173913043,rt professorwhy whatsromneyhiding  his longform birth certificate for 2 12 years oh wait that little game was played by obama not romney
"Santorum & bible. Romney & attorneys. Obama & drones & prison camps. RON PAUL & The CONSTITUTION. Liberty, Freedom & Justice, anyone?",0.4090909090909091,0.09090909090909091,santorum  bible romney  attorneys obama  drones  prison camps ron paul  the constitution liberty freedom  justice anyone
RT @kkrebeka: how come Justin Bieber has more followers than Barack Obama,0.0,0.0,rt kkrebeka how come justin bieber has more followers than barack obama
http://t.co/UxKlvxaj  - Attorney General Defends Obama's Court Critique .#tcot,0.2,0.0,httptcouxklvxaj   attorney general defends obamas court critique tcot
Tonight's show: the Texas Republican Party may be the last line of defense between the Constitution and another four years of Obama.,0.045454545454545456,0.0,tonights show the texas republican party may be the last line of defense between the constitution and another four years of obama
@carrotgravy lol okay I'm calm. But technically 4 black directioners cause michelle obama is one now. WOW. and as am I :),0.18181818181818182,0.045454545454545456,carrotgravy lol okay im calm but technically 4 black directioners cause michelle obama is one now wow and as am i 
"RT @thinkprogress: Romney, who has two Harvard degrees, blasts Obama for spending ""too much time at Harvard."" http://t.co/avbgNT57 #icymi",0.0,0.0,rt thinkprogress romney who has two harvard degrees blasts obama for spending too much time at harvard httptcoavbgnt57 icymi
"#WhatsRomneyHiding #Obama's Communist membership card along with all #Obama's college papers, birth certificate, real social sec.card  #tcot",0.1111111111111111,0.0,whatsromneyhiding obamas communist membership card along with all obamas college papers birth certificate real social seccard  tcot
@charlesfrith wow the dum=dum celebrity worshippers really pray at Obama's feet. I wonder why they don't smell how bad he really is? DUM USA,0.08333333333333333,0.041666666666666664,charlesfrith wow the dumdum celebrity worshippers really pray at obamas feet i wonder why they dont smell how bad he really is dum usa
"Obama vs Romney&gt;Obama helped the Auto Industry,Prevented a deeper recession/created 3+ million jobs&lt;Romney cant win on this issue #p2 #tcot",0.0,0.0,obama vs romneygtobama helped the auto industryprevented a deeper recessioncreated 3 million jobsltromney cant win on this issue p2 tcot
RT @Real_Liam_Payne: That was one of the strangest days ever will smith taylor swift justin bieber michelle obama  wow what it going on with my life!!,0.14814814814814814,0.0,rt realliampayne that was one of the strangest days ever will smith taylor swift justin bieber michelle obama  wow what it going on with my life
"The ""new"" anti-Obama slur from the #RWNJ echo chamber is THUG? So we've decided to just let our racist bedsheets fly, huh? Interesting. #GOP",0.08333333333333333,0.08333333333333333,the new antiobama slur from the rwnj echo chamber is thug so weve decided to just let our racist bedsheets fly huh interesting gop
"RT @angel__network: Obama to sign JobsAct into law, which is designed to make crowdfunding a legal option for startups: http://t.co/35EWTJG7",0.0,0.0,rt angelnetwork obama to sign jobsact into law which is designed to make crowdfunding a legal option for startups httptco35ewtjg7
#WhatsRomneyHiding Blueprints on how conservatives destroy Obama's lame attempts to launch hashtags.,0.0,0.08333333333333333,whatsromneyhiding blueprints on how conservatives destroy obamas lame attempts to launch hashtags
Gas is 3.98...I'm gunna have sex with Barrack Obama! I mean You only live once..- @samholley42,0.0625,0.0625,gas is 398im gunna have sex with barrack obama i mean you only live once samholley42
"RT @Ghutsch: Hey @attackwatch, I think the conservatives are taking over Obama's attempt to attack using #whatsromneyhiding....  BWAhahahahahaha!!!!",0.05263157894736842,0.05263157894736842,rt ghutsch hey attackwatch i think the conservatives are taking over obamas attempt to attack using whatsromneyhiding  bwahahahahahaha
RT @DS_CT: It's a sorry state of affairs when the US President menaces other branches of government. Obama mocks and menaces like governing is sport.,0.0,0.04,rt dsct its a sorry state of affairs when the us president menaces other branches of government obama mocks and menaces like governing is sport
"#WhatsRomneyHiding That Michelle Obama was featured in Sir Mixalot's music video ""Baby Got Back""",0.0,0.0,whatsromneyhiding that michelle obama was featured in sir mixalots music video baby got back
RT @Boudicabpi: Michael Savage: How Obama plans to fix the 2012 election http://t.co/LuObjd1M via @SarahRoman11,0.0,0.06666666666666667,rt boudicabpi michael savage how obama plans to fix the 2012 election httptcoluobjd1m via sarahroman11
RT @LMFAO: Who's sexy and knows it? Barack Obama. Yeeeaah baby!! http://t.co/5EO2RIfx,0.08333333333333333,0.0,rt lmfao whos sexy and knows it barack obama yeeeaah baby httptco5eo2rifx
